"","sp_code","season","elevation","species","plant_group","shape_upd","symmetry","flower_pos","anther_pos","odour","brightness","colour","nectar_guides","size","tube_length","volume","concentration","sugar_amount","glucose","fructose","saccharose"
"120","ENGGAB","DRY",1450,"Englerina gabonensis","Epiphyte","Tube","Zygomorphic","All","Exposed","Weak-No","Vivid","Red","Absent",1.87257142857143,2.94542857142857,10.6499202551834,10.1307692307692,1.55204887587298,0,0,0
"121","EULHOR","WET",1450,"Eulophia horsfalli","Herb","Gullet","Zygomorphic","Pendant","Exposed","Weak-No","Vivid","Purple","Present",3.958,0.681,0.986842105263158,45.3,0.539573945723684,NA,NA,NA
"122","EUPSCH","DRY",2250,"Euphorbia schimperiana","Herb","Dish","Actinomorphic","Upright","Exposed","Weak-No","Drab","Green","Absent",0.3024,0.211,NA,NA,0.000478571428571429,NA,NA,NA
"123","GALSIM","WET",1450,"Galium simense","Herb","Open","Actinomorphic","All","Exposed","Weak-No","Drab","Green","Absent",0.2978,0,NA,NA,0.00177916666666667,NA,NA,NA
"124","GLOLON","DRY",650,"Glossocalyx longicuspis","Tree","Open","Zygomorphic","Pendant","Hidden","Strong ","Drab","White","Absent",2.2665,0.5325,NA,NA,NA,NA,NA,NA
"125","GRELIA","DRY",1100,"Prionostemma fimbriatum","Climber","Open","Actinomorphic","Upright","Exposed","Weak-No","Drab","Green","Absent",1.004,0,NA,NA,0.0034,NA,NA,NA
"126","HABAMO","WET",2250,"Habenaria amoena","Herb","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Drab","Green","Absent",1.47933333333333,1.17866666666667,0.234962406015038,9,0.0184710487155388,0.360423394330822,0.135693782356861,0.503882823312317
"127","HABMIC","WET",2250,"Habenaria microceras","Herb","Gullet","Zygomorphic","Horizontal","Hidden","Weak-No","Drab","Green","Absent",0.2881,0.1458,NA,NA,6.09337044534413e-05,NA,NA,NA
"128","HABPRO","WET",650,"Habenaria procera","Herb","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","White","Absent",2.075,1.54,4.17763157894737,16.25,0.712826915953947,0.0311491786901623,0.041264746182779,0.927586075127059
"129","HABSPW","WET",1450,"Habenaria sp white","Epiphyte","Open","Zygomorphic","Pendant","Hidden","Weak-No","Drab","White","Absent",0.3435,0,NA,NA,NA,NA,NA,NA
"130","HECSTA","DRY",650,"Heckeldora staudtii","Shrub","Dish","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Pink","Absent",0.8628,0.5196,NA,NA,0.04775625,0.119288470604403,0.209567622511747,0.671143906883851
"131","HEICRI","DRY",650,"Heinsia crinita","Tree","Salverform","Actinomorphic","All","Exposed","Strong ","Vivid","White","Present",6.01328571428571,2.52442857142857,1.85507557894737,21.3,0.18122864160265,0.17291402658126,0.358954602040469,0.468131371378271
"132","HYPTRI","DRY",1450,"Hypoestes triflora","Herb","Trumpet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","White","Absent",1.2425,0.6914,0.763321312784336,20.4611111111111,0.207567271677632,0.413951018059288,0.260044218068893,0.326004763871819
"133","HYPTRI","DRY",2250,"Hypoestes triflora","Herb","Trumpet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","White","Absent",1.2425,0.6914,0.763321312784336,20.4611111111111,0.207567271677632,0.413951018059288,0.260044218068893,0.326004763871819
"134","ILEMIT","DRY",2250,"Ilex mitis","Tree","Open","Actinomorphic","All","Exposed","Strong ","Drab","White","Absent",0.6492,0.1892,0.0822368421052631,37.9,0.0685407274876645,0.225622387568267,0.285947866814918,0.488429745616815
"135","IMPBUR","DRY",1450,"Impatiens burtonii","Herb","Gullet","Zygomorphic","Horizontal","Partially exposed","Weak-No","Vivid","Pink","Present",2.9129,1.0358,0.81062030075188,29.68,0.326933730035425,0.141213973128117,0.0758360493632099,0.782949977508674
"136","IMPBUR","WET",1450,"Impatiens burtonii","Herb","Gullet","Zygomorphic","Horizontal","Partially exposed","Weak-No","Vivid","Pink","Present",2.9129,1.0358,0.81062030075188,29.68,0.326933730035425,0.141213973128117,0.0758360493632099,0.782949977508674
"137","IMPETI","WET",1100,"Impatiens etindensis","Epiphyte","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Present",2.027,1.84814285714286,6.18894736842105,16.7,1.1515535225,0,0,0
"138","IMPETI","WET",1450,"Impatiens etindensis","Epiphyte","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Present",2.027,1.84814285714286,6.18894736842105,16.7,1.1515535225,0,0,0
"139","IMPFRI","WET",1100,"Impatiens frithii","Epiphyte","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",1.6173,2.5836,5.27412280701754,16.12,0.957266116566986,0.072284790466165,0.078060888550441,0.849654320983394
"140","IMPHIA","WET",650,"Impatiens hians","Herb","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.95138888888889,3.57377777777778,7.40359082229383,16.6785714285714,1.61312530790537,0.0171988358770979,0.0293698735923644,0.953431290530538
"141","IMPHIA","WET",1100,"Impatiens hians","Herb","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.95138888888889,3.57377777777778,7.40359082229383,16.6785714285714,1.61312530790537,0.0171988358770979,0.0293698735923644,0.953431290530538
"142","IMPMAC","DRY",650,"Impatiens macroptera","Herb","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Pink","Absent",2.6141,1.4807,3.09817077415762,22.8096153846154,0.754631156051416,0.0689023769761184,0.0490237665870517,0.88207385643683
"143","IMPMAC","WET",650,"Impatiens macroptera","Herb","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Pink","Absent",2.6141,1.4807,3.09817077415762,22.8096153846154,0.754631156051416,0.0689023769761184,0.0490237665870517,0.88207385643683
"144","IMPMAC","WET",1100,"Impatiens macroptera","Herb","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Pink","Absent",2.6141,1.4807,3.09817077415762,22.8096153846154,0.754631156051416,0.0689023769761184,0.0490237665870517,0.88207385643683
"145","IMPMAN","DRY",1450,"Impatiens mannii","Herb","Gullet","Zygomorphic","Horizontal","Partially exposed","Weak-No","Vivid","White","Present",2.27125,1.0241,0.646929824561403,33.05,0.0521780470394737,0.209529361268593,0.150904873576115,0.639565765155292
"146","IMPMAN","WET",1100,"Impatiens mannii","Herb","Gullet","Zygomorphic","Horizontal","Partially exposed","Weak-No","Vivid","White","Present",2.27125,1.0241,0.646929824561403,33.05,0.0521780470394737,0.209529361268593,0.150904873576115,0.639565765155292
"147","IMPMAN","WET",1450,"Impatiens mannii","Herb","Gullet","Zygomorphic","Horizontal","Partially exposed","Weak-No","Vivid","White","Present",2.27125,1.0241,0.646929824561403,33.05,0.0521780470394737,0.209529361268593,0.150904873576115,0.639565765155292
"148","IMPNIA","DRY",650,"Impatiens niamniamensis","Epiphyte","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.0146,2.1059,9.75907029478458,15.9861111111111,1.74866011202379,0.0879124630119193,0.0916280907336737,0.820459446254407
"149","IMPNIA","DRY",1450,"Impatiens niamniamensis","Epiphyte","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.0146,2.1059,9.75907029478458,15.9861111111111,1.74866011202379,0.0879124630119193,0.0916280907336737,0.820459446254407
"150","IMPNIA","WET",650,"Impatiens niamniamensis","Epiphyte","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.0146,2.1059,9.75907029478458,15.9861111111111,1.74866011202379,0.0879124630119193,0.0916280907336737,0.820459446254407
"151","IMPNIA","WET",1100,"Impatiens niamniamensis","Epiphyte","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.0146,2.1059,9.75907029478458,15.9861111111111,1.74866011202379,0.0879124630119193,0.0916280907336737,0.820459446254407
"152","IMPNIA","WET",1450,"Impatiens niamniamensis","Epiphyte","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.0146,2.1059,9.75907029478458,15.9861111111111,1.74866011202379,0.0879124630119193,0.0916280907336737,0.820459446254407
"153","IMPSAK","WET",2250,"Impatiens sakeriana","Herb","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Present",1.40557142857143,1.817,14.7452297410192,22.4133333333333,3.9033436156533,0.090167451195188,0.0959408222180067,0.813891726586805
"154","ISOGLA","WET",1450,"Isoglossa glandulifera","Herb","Tube","Zygomorphic","All","Partially exposed","Weak-No","Vivid","White","Absent",1.808,1.229375,0.776450931249693,6.5,0.0246500257924641,0.0916987540629835,0.136863538508457,0.77143770742856
"155","ISOGLA","WET",2250,"Isoglossa glandulifera","Herb","Tube","Zygomorphic","All","Partially exposed","Weak-No","Vivid","White","Absent",1.808,1.229375,0.776450931249693,6.5,0.0246500257924641,0.0916987540629835,0.136863538508457,0.77143770742856
"156","ISORAM","DRY",1450,"Isodon ramosissimus","Herb","Salverform","Zygomorphic","All","Exposed","Weak-No","Vivid","White","Present",0.5858,0.1942,0.603801169590643,16.2153846153846,0.100832855132422,0.262818371817005,0.169124996557788,0.568056631625207
"157","IXOFOL","DRY",2250,"Ixora foliosa","Tree","Salverform","Actinomorphic","All","Exposed","Strong ","Drab","White","Absent",1.2332,1.2582,0.607456140350877,14.0857142857143,0.120680649161967,0.0240270753217124,0.0298446828485438,0.946128241829744
"158","IXOGUI","DRY",650,"Ixora guineensis","Shrub","Salverform","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",1.4318,1.3668,0.556555863342567,10.0375,0.0478230425801809,0.0969296585719886,0.134781489525975,0.768288851902036
"159","IXOGUI","WET",1450,"Ixora guineensis","Shrub","Salverform","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",1.4318,1.3668,0.556555863342567,10.0375,0.0478230425801809,0.0969296585719886,0.134781489525975,0.768288851902036
"160","IXONEM","WET",650,"Ixora nematopoda","Shrub","Salverform","Actinomorphic","Pendant","Exposed","Strong ","Vivid","White","Absent",2.465,0.5805,NA,NA,NA,NA,NA,NA
"161","JUSLAX","WET",650,"Justicia laxa","Herb","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.8377,0.6152,3.23684210526316,16.12,0.549468154517544,0.569253092863858,0.427561568764078,0.00318533837206388
"162","JUSTRI","WET",650,"Justicia tristis","Herb","Gullet","Zygomorphic","Upright","Exposed","Weak-No","Drab","Red","Absent",0.582,0.406666666666667,NA,NA,NA,NA,NA,NA
"163","KEEMAN","DRY",1450,"Keetia mannii","Climber","Salverform","Actinomorphic","Horizontal","Exposed","Strong ","Vivid","White","Present",0.335,0.2645,NA,NA,NA,NA,NA,NA
"164","KIGAFR","DRY",1100,"Kigelia africana","Tree","Trumpet","Actinomorphic","Horizontal","Partially exposed","Weak-No","Vivid","Red","Present",7.4974,2.4106,49.6232769423559,16.625,11.000242189306,0.283196971120184,0.38264878679026,0.334154242089557
"165","KIGAFR","DRY",1450,"Kigelia africana","Tree","Trumpet","Actinomorphic","Horizontal","Partially exposed","Weak-No","Vivid","Red","Present",7.4974,2.4106,49.6232769423559,16.625,11.000242189306,0.283196971120184,0.38264878679026,0.334154242089557
"166","LACFER","DRY",650,"Laccodiscus ferrugineus","Shrub","Urceolate","Actinomorphic","All","Exposed","Weak-No","Drab","White","Absent",0.4436,0,NA,NA,0.123381578947368,0.235102344100022,0.297096316812559,0.46780133908742
"167","LANLAN","DRY",1100,"Landolphia landolphioides","Climber","Trumpet","Actinomorphic","Upright","Hidden","Strong ","Vivid","White","Present",3.6186,1.4482,NA,NA,NA,NA,NA,NA
"168","LEEGUI","WET",650,"Leea guineensis","Shrub","Bell","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.575,0.3765,6.31578947368421,13.45,0.835819321546053,0.0702550461586606,0.116726646847129,0.813018306994211
"169","LEEGUI","WET",1100,"Leea guineensis","Shrub","Bell","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.575,0.3765,6.31578947368421,13.45,0.835819321546053,0.0702550461586606,0.116726646847129,0.813018306994211
"170","LIPDEI","WET",2250,"Liparis deistelii","Epiphyte","Open","Zygomorphic","Upright","Exposed","Weak-No","Drab","Yellow","Absent",0.872625,0.667,0.164473684210526,NA,0,NA,NA,NA
"171","MAELAN","WET",2250,"Maesa lanceolata","Tree","Open","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Absent",0.454428571428571,0.032,0.037593984962406,39.8,0.0045311057499518,0.0311723505019417,0.0366499922105831,0.932177657287475
"172","MAPMAC","DRY",1100,"Mapania macrantha","Herb","Open","Actinomorphic","Upright","Exposed","Strong ","Drab","White","Absent",7.3846,0,NA,NA,0.00618,0.290909090909091,0.236363636363636,0.472727272727273
"173","MARINS","DRY",650,"Chazaliella insidens ","Shrub","Salverform","Actinomorphic","Upright","Hidden","Weak-No","Vivid","Yellow","Absent",0.485,0.5225,NA,NA,NA,NA,NA,NA
"174","MASACU","DRY",650,"Massularia acuminata","Tree","Trumpet","Actinomorphic","Pendant","Exposed","Weak-No","Vivid","Red","Present",2.104,0.859,3.7280701754386,13.4,0.322697180263158,0.222414978194725,0.0158595547923514,0.761725467012924
"175","MELSCA","DRY",650,"Melanthera scandens","Climber","Tube","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.168,0.2417,NA,NA,0.00290481720525581,0.307619246814574,0.252389304213561,0.439991448971866
"176","MELSCA","DRY",1100,"Melanthera scandens","Climber","Tube","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.168,0.2417,NA,NA,0.00290481720525581,0.307619246814574,0.252389304213561,0.439991448971866
"177","MELSCA","DRY",1450,"Melanthera scandens","Climber","Tube","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.168,0.2417,NA,NA,0.00290481720525581,0.307619246814574,0.252389304213561,0.439991448971866
"178","MELSCA","WET",1100,"Melanthera scandens","Climber","Tube","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.168,0.2417,NA,NA,0.00290481720525581,0.307619246814574,0.252389304213561,0.439991448971866
"179","MELSCA","WET",1450,"Melanthera scandens","Climber","Tube","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.168,0.2417,NA,NA,0.00290481720525581,0.307619246814574,0.252389304213561,0.439991448971866
"180","MIKCOR","DRY",1100,"Mikania cordata","Climber","Bell","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",0.2116,0.487,NA,NA,0.00386705037386856,0.15850076100282,0.423690332504144,0.417808906493036
"181","MOMFOE","DRY",1450,"Momordica foetida","Climber","Dish","Actinomorphic","Horizontal","Exposed","Weak-No","Vivid","Yellow","Present",1.6882,0.4618,NA,NA,0.0607666666666667,0.0528239156730603,0.0753305685156385,0.871845515811301
"182","MOMFOE","DRY",2250,"Momordica foetida","Climber","Dish","Actinomorphic","Horizontal","Exposed","Weak-No","Vivid","Yellow","Present",1.6882,0.4618,NA,NA,0.0607666666666667,0.0528239156730603,0.0753305685156385,0.871845515811301
"183","MOMFOE","WET",1450,"Momordica foetida","Climber","Dish","Actinomorphic","Horizontal","Exposed","Weak-No","Vivid","Yellow","Present",1.6882,0.4618,NA,NA,0.0607666666666667,0.0528239156730603,0.0753305685156385,0.871845515811301
"184","MOMFOE","WET",2250,"Momordica foetida","Climber","Dish","Actinomorphic","Horizontal","Exposed","Weak-No","Vivid","Yellow","Present",1.6882,0.4618,NA,NA,0.0607666666666667,0.0528239156730603,0.0753305685156385,0.871845515811301
"185","MONFOL","DRY",1100,"Monanthotaxis foliosa","Climber","Open","Actinomorphic","Upright","Exposed","Weak-No","Drab","Yellow","Absent",1.162,0,NA,NA,3e-04,NA,NA,NA
"186","MUSTEN","DRY",1100,"Mussaenda tenuiflora","Climber","Tube","Actinomorphic","Upright","Hidden","Weak-No","Vivid","Yellow","Present",1.13066666666667,2.91644444444444,4.79964114832536,20.02,1.25549835226608,0.0325858276224516,0.0300769971297471,0.937337175247801
"187","MUSTEN","DRY",1450,"Mussaenda tenuiflora","Climber","Tube","Actinomorphic","Upright","Hidden","Weak-No","Vivid","Yellow","Present",1.13066666666667,2.91644444444444,4.79964114832536,20.02,1.25549835226608,0.0325858276224516,0.0300769971297471,0.937337175247801
"188","MUSTEN","WET",1100,"Mussaenda tenuiflora","Climber","Tube","Actinomorphic","Upright","Hidden","Weak-No","Vivid","Yellow","Present",1.13066666666667,2.91644444444444,4.79964114832536,20.02,1.25549835226608,0.0325858276224516,0.0300769971297471,0.937337175247801
"189","NEPPOI","DRY",650,"Nephthytis poissonii","Herb","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.17525,0,NA,NA,0.00243076923076923,NA,NA,NA
"190","NEPPOI","WET",650,"Nephthytis poissonii","Herb","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.17525,0,NA,NA,0.00243076923076923,NA,NA,NA
"191","NUXCON","DRY",2250,"Nuxia congesta","Tree","Open","Actinomorphic","Upright","Exposed","Strong ","Drab","White","Absent",0.654857142857143,0.459714285714286,0.845261828814461,27.6944444444444,0.221416578510355,0.243903987089723,0.252106667467534,0.503989345442743
"192","ONCDEN","DRY",650,"Oncoba dentata","Shrub","Open","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",1.952,0,NA,NA,0.00466153846153846,0.445376699324068,0.530430875167717,0.024192425508215
"193","ONCDEN","DRY",1100,"Oncoba dentata","Shrub","Open","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",1.952,0,NA,NA,0.00466153846153846,0.445376699324068,0.530430875167717,0.024192425508215
"194","ONCLOP","DRY",1450,"Oncoba lophocarpa","Tree","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Vivid","White","Absent",5.386,0,NA,NA,NA,NA,NA,NA
"195","ONCMAN","DRY",650,"Oncoba mannii","Tree","Open","Actinomorphic","Upright","Exposed","Strong ","Vivid","White","Absent",4.728,0,NA,NA,NA,NA,NA,NA
"196","PALBAR","DRY",650,"Palisota barteri","Herb","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.912285714285714,0,NA,NA,0.000891265154598488,0.290983606557377,0.245901639344262,0.463114754098361
"197","PALBAR","DRY",1100,"Palisota barteri","Herb","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.912285714285714,0,NA,NA,0.000891265154598488,0.290983606557377,0.245901639344262,0.463114754098361
"198","PALBAR","WET",650,"Palisota barteri","Herb","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.912285714285714,0,NA,NA,0.000891265154598488,0.290983606557377,0.245901639344262,0.463114754098361
"199","PARSET","DRY",1100,"Parapentas setigera","Herb","Bell","Actinomorphic","Upright","Hidden","Weak-No","Vivid","White","Absent",0.5702,0.243,NA,NA,NA,NA,NA,NA
"200","PARZEN","DRY",650,"Pararistolochia zenkeri","Climber","Trumpet","Actinomorphic","Horizontal","Hidden","Weak-No","Drab","Brown","Absent",5.1534,5.1604,NA,NA,0.0300925925925926,0.357854029908019,0.605812381414957,0.0363335886770245
"201","PARZEN","DRY",1100,"Pararistolochia zenkeri","Climber","Trumpet","Actinomorphic","Horizontal","Hidden","Weak-No","Drab","Brown","Absent",5.1534,5.1604,NA,NA,0.0300925925925926,0.357854029908019,0.605812381414957,0.0363335886770245
"202","PAVHOO","DRY",2250,"Pavetta hookeriana","Shrub","Salverform","Actinomorphic","Upright","Exposed","Weak-No","Vivid","White","Absent",1.0276,0.4274,0.832785087719298,26.93,0.271286217799426,0.310149657445616,0.35078144987297,0.339068892681414
"203","PAVNEU","DRY",650,"Pavetta neurocarpa","Shrub","Salverform","Actinomorphic","Upright","Exposed","Strong ","Vivid","White","Absent",2.3064,0.8162,0.769348967657238,23.6785714285714,0.185071148787455,0.235478733760999,0.184460342864213,0.580060923374788
"204","PAVRIG","DRY",650,"Pavetta rigida","Shrub","Salverform","Actinomorphic","Upright","Exposed","Weak-No","Vivid","White","Absent",2.5618,1.6306,4.47714681440443,12.3578947368421,0.562755545934326,0.268331560579496,0.280015291617567,0.451653147802938
"205","PAVRIG","DRY",1100,"Pavetta rigida","Shrub","Salverform","Actinomorphic","Upright","Exposed","Weak-No","Vivid","White","Absent",2.5618,1.6306,4.47714681440443,12.3578947368421,0.562755545934326,0.268331560579496,0.280015291617567,0.451653147802938
"206","PHRKAM","WET",650,"Phragmanthera kamerunensis","Epiphyte","Tube","Zygomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.925,7.46,NA,NA,NA,NA,NA,NA
"207","PIPCAP","WET",1100,"Piper capense","Shrub","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.0838,0,NA,NA,0.000165799645250312,NA,NA,NA
"208","PIPCAP","WET",1450,"Piper capense","Shrub","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.0838,0,NA,NA,0.000165799645250312,NA,NA,NA
"209","PIPCAP","WET",2250,"Piper capense","Shrub","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.0838,0,NA,NA,0.000165799645250312,NA,NA,NA
"210","PIPUMB","DRY",1100,"Piper umbellatum","Shrub","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.1002,0,NA,NA,0.000130888834990703,0.411214953271028,0.355140186915888,0.233644859813084
"211","PLEDEC","WET",650,"Plectranthus decurrens","Herb","Labiate","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Yellow","Absent",0.8742,0.6996,0.783208020050125,17.8692307692308,0.105834123750953,0.207520561528162,0.046920155626089,0.745559282845749
"212","PLEDEC","WET",1100,"Plectranthus decurrens","Herb","Labiate","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Yellow","Absent",0.8742,0.6996,0.783208020050125,17.8692307692308,0.105834123750953,0.207520561528162,0.046920155626089,0.745559282845749
"213","PLEGLA","DRY",1100,"Plectranthus glandulosus","Herb","Labiate","Zygomorphic","Horizontal","Hidden","Strong ","Vivid","Purple","Present",1.1963,0.5326,0.693713450292398,36.0153846153846,0.313473761458333,0.181621388202203,0.144327802351303,0.674050809446494
"214","PLEGLA","DRY",2250,"Plectranthus glandulosus","Herb","Labiate","Zygomorphic","Horizontal","Hidden","Strong ","Vivid","Purple","Present",1.1963,0.5326,0.693713450292398,36.0153846153846,0.313473761458333,0.181621388202203,0.144327802351303,0.674050809446494
"215","PLEKAM","DRY",1100,"Plectranthus kamerunensis","Herb","Labiate","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Purple","Present",1.0456,0.4296,1.44517543859649,27.9888888888889,0.418830518662779,0.233103822733897,0.043952718277388,0.722943458988714
"216","PLEKAM","DRY",1450,"Plectranthus kamerunensis","Herb","Labiate","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Purple","Present",1.0456,0.4296,1.44517543859649,27.9888888888889,0.418830518662779,0.233103822733897,0.043952718277388,0.722943458988714
"217","PLEKAM","WET",1450,"Plectranthus kamerunensis","Herb","Labiate","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Purple","Present",1.0456,0.4296,1.44517543859649,27.9888888888889,0.418830518662779,0.233103822733897,0.043952718277388,0.722943458988714
"218","POLBIC","WET",1450,"Polystachia bicalcarata","Epiphyte","Gullet","Actinomorphic","Pendant","Exposed","Weak-No","Vivid","Pink","Present",0.6772,0.36,0.756578947368421,NA,0.000956410256410256,NA,NA,NA
"219","PREKAM","DRY",650,"Preussiella kamerunensis","Epiphyte","Dish","Actinomorphic","Upright","Partially exposed","Weak-No","Vivid","Pink","Absent",2.02314285714286,0,2.76315789473684,23,0.280846554111842,NA,NA,NA
"220","PREKAM","WET",650,"Preussiella kamerunensis","Epiphyte","Dish","Actinomorphic","Upright","Partially exposed","Weak-No","Vivid","Pink","Absent",2.02314285714286,0,2.76315789473684,23,0.280846554111842,NA,NA,NA
"221","PREKAM","WET",1450,"Preussiella kamerunensis","Epiphyte","Dish","Actinomorphic","Upright","Partially exposed","Weak-No","Vivid","Pink","Absent",2.02314285714286,0,2.76315789473684,23,0.280846554111842,NA,NA,NA
"222","PSYBIF","DRY",650,"Psychotria bifaria","Shrub","Bell","Actinomorphic","Upright","Exposed","Weak-No","Drab","White","Absent",0.4438,0.3884,NA,NA,0.0372983333333333,0.387938404051158,0.3925706639293,0.219490932019543
"223","PSYDUN","DRY",1450,"Psydrax dunlapii","Tree","Salverform","Actinomorphic","Upright","Exposed","Strong ","Vivid","Yellow","Present",0.5325,0.358,0.418640350877193,20.6454545454545,0.112499283213201,0.144556512593094,0.171603843969881,0.683839643437026
"224","PSYGLO","WET",650,"Psychotria globiceps","Shrub","Open","Actinomorphic","Upright","Exposed","Weak-No","Drab","White","Absent",0.3675,0.176,NA,NA,NA,NA,NA,NA
"225","PSYLEP","DRY",1100,"Psychotria leptophylla","Shrub","Bell","Actinomorphic","Upright","Exposed","Weak-No","Drab","White","Absent",0.2982,0.1862,NA,NA,0.0931625,0.345579636475736,0.338192380815533,0.316227982708731
"226","PSYLEP","WET",650,"Psychotria leptophylla","Shrub","Bell","Actinomorphic","Upright","Exposed","Weak-No","Drab","White","Absent",0.2982,0.1862,NA,NA,0.0931625,0.345579636475736,0.338192380815533,0.316227982708731
"227","PSYMAN","DRY",650,"Psychotria mannii","Shrub","Bell","Actinomorphic","Upright","Partially exposed","Weak-No","Drab","White","Absent",0.3136,0.1342,NA,NA,0.115757638888889,0.378625567094326,0.350727030272634,0.27064740263304
"228","PSYPED","WET",2250,"Psychotria peduncularis","Shrub","Tube","Actinomorphic","Pendant","Exposed","Weak-No","Drab","White","Absent",0.528833333333333,0.824,2.76534314180513,14.9823529411765,0.369128442594032,0.160287324993908,0.172666395728676,0.667046279277417
"229","PSYTHO","WET",650,"Psychotria thonneri","Shrub","Tube","Actinomorphic","Pendant","Exposed","Weak-No","Drab","White","Absent",0.5028,1.1736,1.18421052631579,4.46666666666667,0.0946043338580827,0.114278271490668,0.0777271805105332,0.807994547998799
"230","PSYTHO","WET",1100,"Psychotria thonneri","Shrub","Tube","Actinomorphic","Pendant","Exposed","Weak-No","Drab","White","Absent",0.5028,1.1736,1.18421052631579,4.46666666666667,0.0946043338580827,0.114278271490668,0.0777271805105332,0.807994547998799
"231","RHISPN","WET",2250,"Rhipidoglossum sp nov","Epiphyte","Gullet","Zygomorphic","Horizontal","Exposed","Strong ","Drab","White","Absent",1.2291,1.0668,1.74232456140351,2.275,0.0348483821546053,NA,NA,NA
"232","RUTSMI","DRY",1450,"Rutidea smithii","Climber","Open","Actinomorphic","Horizontal","Exposed","Strong ","Vivid","White","Present",0.426,0.492,NA,NA,NA,NA,NA,NA
"233","SABCAL","DRY",650,"Sabicea calycina","Climber","Tube","Actinomorphic","All","Partially exposed","Weak-No","Vivid","White","Present",0.6708,1.59933333333333,1.3886769005848,22.8071428571429,0.304224161677906,0.129678006581949,0.0986575429037125,0.771664450514339
"234","SABPIL","DRY",650,"Sabicea pilosa","Climber","Tube","Actinomorphic","Upright","Partially exposed","Weak-No","Vivid","White","Absent",0.6761,2.3245,8.39569627192982,17.3933333333333,1.65333680101909,0.170521606539767,0.149172780981549,0.680305612478684
"235","SABPIL","DRY",1100,"Sabicea pilosa","Climber","Tube","Actinomorphic","Upright","Partially exposed","Weak-No","Vivid","White","Absent",0.6761,2.3245,8.39569627192982,17.3933333333333,1.65333680101909,0.170521606539767,0.149172780981549,0.680305612478684
