"","sp_code","season","elevation","species","plant_group","shape_upd","symmetry","flower_pos","anther_pos","odour","brightness","colour","nectar_guides","size","tube_length","volume","concentration","sugar_amount","glucose","fructose","saccharose"
"236","SABPIL","WET",1100,"Sabicea pilosa","Climber","Tube","Actinomorphic","Upright","Partially exposed","Weak-No","Vivid","White","Absent",0.6761,2.3245,8.39569627192982,17.3933333333333,1.65333680101909,0.170521606539767,0.149172780981549,0.680305612478684
"237","SABVEN","DRY",1100,"Sabicea venosa","Climber","Tube","Actinomorphic","Horizontal","Partially exposed","Weak-No","Drab","White","Absent",0.456,0.872,NA,NA,NA,NA,NA,NA
"238","SCACIN","DRY",650,"Scadoxus cinnabarinus","Herb","Salverform","Actinomorphic","All","Exposed","Weak-No","Vivid","Orange","Absent",4.1598,0.7122,0.93,21.2,0.2112925032,0,0,0
"239","SCACIN","DRY",1100,"Scadoxus cinnabarinus","Herb","Salverform","Actinomorphic","All","Exposed","Weak-No","Vivid","Orange","Absent",4.1598,0.7122,0.93,21.2,0.2112925032,0,0,0
"240","SCHABY","DRY",2250,"Schefflera abyssinica","Tree","Open","Actinomorphic","All","Exposed","Weak-No","Drab","Green","Absent",0.728,0,1.54778613199666,16.5466666666667,0.260075114746084,0.473822007285927,0.515923845350917,0.0102541473631564
"241","SCHMAG","DRY",650,"Schumanniophyton magnificum","Tree","Trumpet","Actinomorphic","All","Partially exposed","Strong ","Vivid","White","Absent",4.254,8.884,NA,NA,NA,NA,NA,NA
"242","SCHMAG","DRY",1100,"Schumanniophyton magnificum","Tree","Trumpet","Actinomorphic","All","Partially exposed","Strong ","Vivid","White","Absent",4.254,8.884,NA,NA,NA,NA,NA,NA
"243","SCHMAN","WET",2250,"Schefflera mannii","Tree","Open","Actinomorphic","All","Exposed","Weak-No","Drab","Green","Absent",0.7255,0,0.22593984962406,22.94,0.0392521121938776,0.532518078965792,0.369870972552122,0.097610948482086
"244","SHEBIG","DRY",1100,"Sherbournia bignoniiflora","Climber","Bell","Actinomorphic","Pendant","Hidden","Weak-No","Vivid","White","Absent",4.888,4.56525,44.5,30.75,15.3304500625,0.0778565369936538,0.821907576430109,0.100235886576237
"245","SOLMAN","DRY",1450,"Solanecio mannii","Shrub","Tube","Actinomorphic","All","Exposed","Weak-No","Vivid","Yellow","Absent",0.2678,0.6144,NA,NA,0.00519759259259259,0.532690807355986,0.459731056494449,0.00757813614956472
"246","SOLMAN","DRY",2250,"Solanecio mannii","Shrub","Tube","Actinomorphic","All","Exposed","Weak-No","Vivid","Yellow","Absent",0.2678,0.6144,NA,NA,0.00519759259259259,0.532690807355986,0.459731056494449,0.00757813614956472
"247","SOLNIG","DRY",2250,"Solanum nigrum","Herb","Stellate","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Present",1.0004,0.3304,NA,NA,0.00219122807017544,NA,NA,NA
"248","SOLNIG","WET",2250,"Solanum nigrum","Herb","Stellate","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Present",1.0004,0.3304,NA,NA,0.00219122807017544,NA,NA,NA
"249","SOLSP1","WET",1100,"Plectranthus epilithicus","Herb","Gullet","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Purple","Absent",0.44275,0.501,NA,NA,NA,NA,NA,NA
"250","SOLTER","DRY",650,"Solanum terminale subsp inconstans","Climber","Stellate","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Purple","Absent",1.7255,0,NA,NA,0.000892857142857143,NA,NA,NA
"251","SOLTER","WET",650,"Solanum terminale subsp inconstans","Climber","Stellate","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Purple","Absent",1.7255,0,NA,NA,0.000892857142857143,NA,NA,NA
"252","SOLTOR","WET",1450,"Solanum torvum","Herb","Stellate","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Absent",1.458,0,NA,NA,4.375e-05,NA,NA,NA
"253","SOLTOR","WET",2250,"Solanum torvum","Herb","Stellate","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Absent",1.458,0,NA,NA,4.375e-05,NA,NA,NA
"254","SPEPRI","WET",1450,"Spermacoce princeae","Herb","Funnel","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Absent",1.4016,0.4076,0.512218045112782,11,0.0127594462719298,0.125209449106874,0.0769747328831894,0.797815818009937
"255","SPEPRI","WET",2250,"Spermacoce princeae","Herb","Funnel","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Absent",1.4016,0.4076,0.512218045112782,11,0.0127594462719298,0.125209449106874,0.0769747328831894,0.797815818009937
"256","STAACU","DRY",1450,"Stachys aculeolata","Herb","Labiate","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Purple","Present",0.4862,0.399,0.738304093567252,21.55,0.0585029477683179,0.226051686222731,0.163862593388248,0.610085720389022
"257","STAACU","WET",1450,"Stachys aculeolata","Herb","Labiate","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Purple","Present",0.4862,0.399,0.738304093567252,21.55,0.0585029477683179,0.226051686222731,0.163862593388248,0.610085720389022
"258","STEABY","WET",2250,"Stephania abyssinica","Climber","Dish","Actinomorphic","Upright","Exposed","Weak-No","Drab","Red","Present",0.2482,0,NA,NA,3.10727813852814e-05,NA,NA,NA
"259","STEMAN","DRY",2250,"Stellaria mannii","Herb","Open","Actinomorphic","Upright","Exposed","Weak-No","Vivid","White","Absent",0.913,0,NA,NA,0.0266142857142857,0.427208780854234,0.219948774298177,0.352842444847588
"260","SYZSTA","DRY",2250,"Syzygium staudtii","Tree","Open","Actinomorphic","Horizontal","Exposed","Strong ","Vivid","White","Absent",1.157,0.274333333333333,3.34054688002057,27.6076923076923,1.13930925634046,0.358739514989515,0.452938909669679,0.188321575340806
"261","TABBRA","DRY",650,"Tabernaemontana brachyantha","Tree","Salverform","Actinomorphic","All","Hidden","Strong ","Vivid","White","Present",4.82757142857143,1.25957142857143,14.8428362573099,11.6,1.89452251535088,0.319829944506819,0.57369069120274,0.106479364290441
"262","TABBRA","DRY",1100,"Tabernaemontana brachyantha","Tree","Salverform","Actinomorphic","All","Hidden","Strong ","Vivid","White","Present",4.82757142857143,1.25957142857143,14.8428362573099,11.6,1.89452251535088,0.319829944506819,0.57369069120274,0.106479364290441
"263","TABCRA","DRY",650,"Tabernaemontana sp 1 ""crassa""","Climber","Salverform","Actinomorphic","All","Hidden","Strong ","Vivid","White","Absent",10.1633333333333,5.94533333333333,NA,NA,NA,NA,NA,NA
"264","TABVEN","DRY",1100,"Tabernaemontana ventricosa","Climber","Salverform","Actinomorphic","All","Hidden","Strong ","Vivid","White","Absent",3.64516666666667,1.22,4.65842636895268,20.2241379310345,1.1043479401467,0.223731084480659,0.306909168879215,0.469359746640126
"265","TABVEN","DRY",1450,"Tabernaemontana ventricosa","Tree","Salverform","Actinomorphic","All","Hidden","Strong ","Vivid","White","Absent",3.64516666666667,1.22,4.65842636895268,20.2241379310345,1.1043479401467,0.223731084480659,0.306909168879215,0.469359746640126
"266","THARHY","WET",1450,"Thalictrum rhynchocarpum","Herb","Open","Actinomorphic","Pendant","Exposed","Weak-No","Drab","Green","Absent",0.271,0,NA,NA,0.0002334375,NA,NA,NA
"267","THARHY","WET",2250,"Thalictrum rhynchocarpum","Herb","Open","Actinomorphic","Pendant","Exposed","Weak-No","Drab","Green","Absent",0.271,0,NA,NA,0.0002334375,NA,NA,NA
"268","THOSAN","DRY",1100,"Thonningia sanguinea","Herb","Bell","Actinomorphic","Upright","Hidden","Weak-No","Vivid","Red","Absent",4.06218181818182,0,347.692307692308,12.7384615384615,50.0997418057692,0,0,0
"269","THOSAN","WET",1100,"Thonningia sanguinea","Herb","Bell","Actinomorphic","Upright","Hidden","Weak-No","Vivid","Red","Absent",4.06218181818182,0,347.692307692308,12.7384615384615,50.0997418057692,0,0,0
"270","THOSAN","WET",1450,"Thonningia sanguinea","Herb","Bell","Actinomorphic","Upright","Hidden","Weak-No","Vivid","Red","Absent",4.06218181818182,0,347.692307692308,12.7384615384615,50.0997418057692,0,0,0
"271","THUFAS","DRY",1100,"Thunbergia fasciculata","Climber","Trumpet","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Purple","Present",5.1468,4.5162,6.08552631578948,13.68,1.08987154694549,0.088584785680559,0.107232205074458,0.804183009244983
"272","THUFAS","WET",1100,"Thunbergia fasciculata","Climber","Trumpet","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Purple","Present",5.1468,4.5162,6.08552631578948,13.68,1.08987154694549,0.088584785680559,0.107232205074458,0.804183009244983
"273","TRCSP1","DRY",1100,"Tricalysia sp 1","Shrub","Open","Actinomorphic","Upright","Exposed","Strong ","Drab","Green","Absent",0.9678,0,NA,NA,NA,NA,NA,NA
"274","TRIRUB","DRY",650,"Trichilia rubescens","Tree","Dish","Actinomorphic","Upright","Exposed","Moderate","(blank)","Green","Absent",1.005,0.2595,2.746614,20.7857142857143,0.363977829341526,0.178876224572672,0.501008154087619,0.320115621339708
"275","TRIRUB","DRY",1100,"Trichilia rubescens","Tree","Dish","Actinomorphic","Upright","Exposed","Moderate","(blank)","Green","Absent",1.005,0.2595,2.746614,20.7857142857143,0.363977829341526,0.178876224572672,0.501008154087619,0.320115621339708
"276","UTRMAN","WET",1450,"Utricularia mannii","Epiphyte","Open","Zygomorphic","Upright","Hidden","Weak-No","Vivid","Yellow","Present",1.9271,0.6938,NA,NA,0.00123076923076923,NA,NA,NA
"277","UTRMAN","WET",2250,"Utricularia mannii","Epiphyte","Open","Zygomorphic","Upright","Hidden","Weak-No","Vivid","Yellow","Present",1.9271,0.6938,NA,NA,0.00123076923076923,NA,NA,NA
"278","VERBIA","DRY",1450,"Distephanus biafrae","Herb","Tube","Actinomorphic","All","Exposed","Weak-No","Vivid","Purple","Absent",0.3572,0.7992,NA,NA,0.15468,0.427411179431343,0.365533923951282,0.207054896617374
"279","VERINS","DRY",2250,"Baccharoides calvoana","Shrub","Urceolate","Actinomorphic","All","Exposed","Weak-No","Vivid","Purple","Absent",2.9416,1.621,0.299047250479139,41.2214285714286,0.167799152113655,0.278990543015482,0.321777326639248,0.399232130345269
"280","VERMYR","DRY",2250,"Gymnanthemum myrianthum","Shrub","Tube","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",0.371,0.633,NA,NA,NA,NA,NA,NA
"281","VIOABY","DRY",1450,"Viola abyssinica","Herb","Gullet","Zygomorphic","Pendant","Exposed","Weak-No","Vivid","Purple","Present",0.8316,0.4678,NA,NA,NA,NA,NA,NA
"282","VOAAFR","DRY",1100,"Voacanga africana","Tree","Salverform","Actinomorphic","All","Hidden","Weak-No","Vivid","White","Absent",1.7764,0.9176,8.12280701754386,14.7,1.23935547166667,0.0228898535783595,0.0272274349628121,0.949882711458829
"283","VOABRA","DRY",650,"Voacanga bracteata","Shrub","Salverform","Actinomorphic","Pendant","Hidden","Weak-No","Drab","Brown","Absent",1.404,1.4454,13.0051691729323,14.8071428571429,2.33886545617325,0.106475510450755,0.0891694250343181,0.804355064514927
"284","WHILIA","WET",650,"White liana sp 1","Climber","Open","Actinomorphic","Upright","Partially exposed","Strong ","Vivid","White","Absent",1.50266666666667,1.65333333333333,NA,NA,NA,NA,NA,NA
